id,subject,name,units,term,description
CalPoly_MSCI 328,Marine Science,Marine Ecology,4 units,"['Winter', 'Spring']","Introduction to the functional biology of marine plants and animals and the ecological processes that underlie their distribution and abundance in open oceans, coastal regions, and estuaries. Field trips required."
CalPoly_MSCI 330,Marine Science,Technologies for Ocean Discovery,4 units,['ge area Fall'],"Survey of ocean sensor systems, sensor platforms, and other emerging technologies that provide new understanding of the ocean, current issues in marine science, and the social context and societal implications of discoveries in ocean sciences. Course projects could include presentations, data analysis, and hands - on design of sensors. Field trip required."
CalPoly_MSCI 401,Marine Science,Marine Science Outreach,1-2 units,['cr/nc'],"Volunteer or internship experience in a marine science business, industry, government agency or informal science center. Positions require communicating science to the public. Formal report and evaluation by work supervisor required. Major credit limited to 4 units. Total credit limited to 8 units. Credit / No credit grading only."
CalPoly_MSCI 410,Marine Science,Scientific Diving,3 units,['Summer'],"Advanced training in scientific methods associated with practical training in scuba diving. Satisfies American Academy of Underwater Sciences standards. Combination of theory, techniques and scuba diving. Experience collecting data and handling scientific equipment underwater. AAUS certification will require additional assessments outside of class. Field trips and additional fee required."
CalPoly_MSCI 428,Marine Science,Marine Conservation and Policy,4 units,['Winter'],"Examination of how science and policy are used to evaluate and implement marine conservation and resource management. Topics include endangered species, fisheries, climate change, marine protected areas, research and conservation topics and developing policy for management decision - making. Field trip required."
CalPoly_MSCI 437,Marine Science,Marine Botany,4 units,['tbd'],"Comprehensive examination of the ecology, life histories, functional morphology, physiology, and taxonomy of marine algae and marine plants. Laboratory emphasizes species endemic to the central coast of California."
CalPoly_MSCI 438,Marine Science,Aquaculture,4 units,['tbd'],"Propagation and rearing of fishes, invertebrates and algae from marine, freshwater, and estuarine habitats. Current methodologies and general life histories. Global perspective including aquacultural development in developed and developing countries."
CalPoly_MSCI 439,Marine Science,Fisheries Science and Resource Management,4 units,['Spring'],"Scientific investigation of marine and freshwater fisheries. Methodologies and quantitative strategies for study of finfish and invertebrates. Role of oceanographic or limnological processes on stock maintenance. Impact of human exploitation on maintenance of sustainable yields, including user - group conflict issues, and regional / global controversies. Lab / field protocols, basic fisheries statistical procedures, molecular methods, computer simulations."
CalPoly_MSCI 440,Marine Science,Communicating Ocean Sciences to Informal Audiences,3 units,['tbd'],"Simultaneous focus on developing a knowledge of ocean sciences and the advanced educational approaches for communicating that knowledge. Teaching skills developed through coursework, outreach events and design of collaborative projects at museums and aquariums. Primary objective is to learn how to present ocean - themed hands - on, inquiry - based science exhibits, in order to improve the scientific literacy of audiences of all ages. Field trip required."
CalPoly_MATE 110,Materials Engineering,Introduction to Materials Engineering Design  I,1 unit,['Fall'],"Laboratory work in teams to design, build and test a product. Material from math, science and engineering courses tied together."
CalPoly_MATE 120,Materials Engineering,Introduction to Materials Engineering Design II,1 unit,['Winter'],"Second design laboratory, working in teams to design, build and test a complex system that benefits humanity. Focus on complete design process including project management, documentation in design, manufacturing techniques, and analysis of testing data. Issues of engineering ethics, technology and society, the environment and sustainability also studied."
CalPoly_MATE 130,Materials Engineering,Introduction to Materials Engineering Design III,1 unit,['Spring'],"Third design laboratory in a sequence. Includes working in teams on project that benefits humanity. Issues of engineering ethics, technology and society, the environment and sustainability."
CalPoly_MATE 200,Materials Engineering,Special Problems for Undergraduates,1-4 units,"['Fall', 'Winter', 'Spring', 'Summer']","Individual investigation, research, studies, or surveys of selected problems. Total credit limited to 8 units, with a maximum of 4 units per quarter."
